"Stop ID","Stop Name","Latitude","Longitude","2022_Avg_Board","2022_Avg_Alight","2022_Max_Number_of_Days","2023_Avg_Board","2023_Avg_Alight","2023_Max_Number_of_Days","2021_Avg_Board","2021_Avg_Alight","2021_Max_Number_of_Days","2020_Avg_Board","2020_Avg_Alight","2020_Max_Number_of_Days","2019_Avg_Board","2019_Avg_Alight","2019_Max_Number_of_Days","2018_Avg_Board","2018_Avg_Alight","2018_Max_Number_of_Days","2017_Avg_Board","2017_Avg_Alight","2017_Max_Number_of_Days","Nearest_In","routes","Direction","Trans_P","Frequency_AM_Peak","Frquency_Midday","Frequency_PM_Peak","Frequency_Evening","Frequency_Late_Night"
"44246","Medical Plaza Dr & WT Harris Blvd",35.31871,-80.77594,0.08333333,0.4166667,23,0.4545455,0.09090909,23,0.3333333,0,19,0.6666667,0.08333333,21,6.583333,2.5,23,6.1,1.6,22,0,0,0,"W T HARRIS & J N PEASE","54"," ","not a transfer point",1,0,0,0,0
"44275","Monroe Crossing Mall",35.00454,-80.55787,204.75,124.5833,22,176.1111,80,23,79.75,57.83333,19,183.1667,111.75,22,516.5,271.5,23,374.8333,150.3333,23,326.75,178.4167,23,"ROOSEVELT & ROOSEVELT","74x","not applicable","not a transfer point",0,0,0,0,0
"44280","Union Towne Center",35.06741,-80.63932,211.5,220.5,23,252.4545,236,23,55.58333,65.91667,22,191.75,174.3333,23,753,760.5833,23,661.25,557.9167,23,709,631.5,23,"COTTAGE CREEK & COTTAGE CREEK","74x","not applicable","not a transfer point",0,0,0,0,0
"44285","Hoskins Rd & Maple Grove Dr",35.27553,-80.86354,11.91667,4.5,31,3.090909,4.363636,31,2.333333,4.833333,31,6.166667,2.833333,31,8.833333,6,31,3.916667,8.25,31,9.166667,12.25,27,"CRICKETEER & MAPLEGROVE","18","outbound","not a transfer point",1,2,2,1,0
"44290","David Taylor Dr & Andrew Carnegie Blvd",35.322,-80.75588,50.16667,4.916667,27,94.18182,8.636364,27,35.16667,2.75,27,32,10.58333,27,106.5,26.91667,27,119,45.33333,27,116,100.0833,23,"DAVID TAYLOR & ANDREW CARNEGIE","50, 54","not applicable","not a transfer point",2,2,2,1,0
"44291","David Taylor Dr & Andrew Carnegie Blvd",35.32208,-80.75576,15.75,54.33333,27,25.18182,103.6364,27,6.416667,14.33333,26,2.083333,38.25,27,9.333333,139,27,6.5,116,27,0,0,0,"DAVID TAYLOR & ANDREW CARNEGIE","54"," ","not a transfer point",2,2,2,1,0
"44302","Ballantyne Commons Pkwy & Ballantyne Medical Pl",35.05611,-80.85545,57.41667,72.25,26,59.54545,85.54545,27,41.5,38.5,25,52.25,62.75,26,130.5,189.25,27,149.5833,211.8333,27,147.75,212.8333,26,"DURANT & BALLANTYNE CORPORATE","43","outbound","not a transfer point",0,1,1,1,0
"44305","Ballentyne Corporate Pl & Harney Dr",35.05877,-80.85739,9.75,6,26,22.45455,16.90909,27,3.166667,2.833333,25,13.25,17.41667,26,67.25,77.5,27,92.5,94.41667,27,63.08333,88.58333,26,"HARNEY & BALLANTYNE COMMONS","43","inbound","not a transfer point",0,1,1,1,0
"44365","Hoskins Rd & Tuckers Glen Ln",35.26991,-80.87609,2.916667,13.83333,31,11.36364,13.54545,31,2.416667,5.583333,31,6.416667,9.916667,31,25.75,33,31,43.5,38.08333,31,47.16667,28.91667,27,"TUCKERS GLEN & CANYON CREEK","18","inbound","not a transfer point",1,1,1,1,0
"44370","Hoskins Rd & Tuckers Glen Ln",35.26944,-80.87629,11.91667,5.916667,31,9.181818,18.90909,31,5.583333,1.583333,31,7.833333,6,31,25.25,14.41667,31,21.5,25.08333,31,15.83333,17.58333,27,"TENNESSEE & TUCKERS GLEN","18","outbound","not a transfer point",1,2,2,1,0
"44390","Old Mt Holly Rd & Windy Valley Dr",35.28011,-80.90182,104,25.91667,31,139,21.72727,31,27.91667,8.583333,31,186,29.08333,31,283.6667,36.08333,31,308.9167,34.91667,31,325.1667,34.91667,31,"WINDY VALLEY & EAST TODD","1","inbound","transfer point",2,2,2,2,1
"44481","Tuckaseegee Rd & State St",35.23906,-80.87565,97.25,393.5833,31,135.9091,598.1818,31,156.4167,427.8333,31,388.3333,921.9167,31,544.1667,1470.833,31,368.6667,1458,31,0,0,0,"VANIZER & STATE","8"," ","not a transfer point",3,3,3,2,1
"44482","Tuckaseegee Rd & Rush Ave",35.24151,-80.87681,43,213.5,31,42.90909,167.3636,31,80.16667,251.9167,31,45.41667,170.25,31,61.33333,341.6667,31,37.33333,164.3333,31,0,0,0,"CLAY & RUSH","8"," ","not a transfer point",3,3,3,2,1
"44483","Tuckaseegee Rd & Clay Ave",35.24137,-80.87689,211.3333,39.41667,31,217.7273,39.90909,31,179.5833,36.16667,31,142.25,52,31,347.6667,77.58333,31,116,47.66667,31,0,0,0,"CLAY & RUSH","8"," ","not a transfer point",3,3,3,3,1
"44484","Tuckaseegee Rd & State Ave",35.23846,-80.87556,454.8333,116.25,31,630.8182,161.7273,31,506,174.6667,31,776.5833,254.1667,31,1275.5,283.75,31,1283.667,211,31,0,0,0,"VANIZER & STATE","8"," ","not a transfer point",3,3,3,3,1
"44545","Ashley Rd @ 2401",35.23104,-80.89401,9,9.5,31,13.18182,26.63636,31,7.583333,13.08333,31,15.5,30,31,30.75,59.16667,31,17.5,74.58333,31,23.5,102.8333,31,"KEMPTON & DUBLIN","2, 235, 30","outbound","transfer point",5,4,4,5,0
"44570","Greenland Ave & Weyland Ave",35.22628,-80.88923,237.1667,80.16667,31,388.1818,122.5455,31,202.25,79.25,31,247.5,129.6667,31,363.4167,148.0833,31,60.36364,44.18182,27,63.16667,46.75,27,"WEYLAND & ASHLEY","2, 30","outbound","not a transfer point",4,3,3,4,1
"44590","Airport Dr @ across 5111",35.21195,-80.92835,12.75,12.25,31,20.54545,28.45455,31,12.41667,4,31,12.5,6.75,31,16.41667,35.33333,31,19.91667,46.16667,27,10.91667,50,27,"MORRIS FIELD & ASHLEY","235, 60","inbound","not a transfer point",1,1,1,4,0
"44605","Greenland Ave & Weyland Ave",35.22632,-80.88776,98.58333,199.0833,31,95.18182,229.2727,31,102.75,202.75,31,130.5,302.1667,31,131,325,31,98.5,130.5,27,58.16667,114.8333,27,"HIGHLAND & WEYLAND","2, 30","inbound","transfer point",4,3,3,3,0
"44610","Greenland Ave & Weyland Ave",35.2262,-80.88713,98.5,50.75,31,105.3636,61.09091,31,86.5,40.66667,31,153.8333,53.5,31,176,75.41667,31,76.25,41,27,44.33333,23,27,"HIGHLAND & WEYLAND","2, 30","outbound","not a transfer point",4,3,3,4,1
"44620","Airport Dr @ 5213",35.212,-80.92828,9,9.833333,31,30.72727,8.181818,31,7.75,5.083333,31,5.5,7.666667,31,4.583333,8.583333,31,5.833333,3.833333,27,16,9.666667,27,"MORRIS FIELD & ASHLEY","235, 60","outbound","not a transfer point",1,1,1,4,0
"44630","Kings Dr & Baxter St",35.21149,-80.83502,286,36.58333,31,376,47.27273,31,355.8333,44.08333,31,311.25,34.33333,31,568.5,76.66667,31,485.9167,89.33333,31,317.5833,83.25,31,"CECIL & BAXTER","6","inbound","not a transfer point",3,3,3,3,0
"44680","Burkland Dr & Bunche Dr",35.19534,-80.80275,123.1667,70.41667,31,151.4545,95.18182,31,94.16667,47.25,31,130.8333,63.83333,31,162.75,90.66667,31,122.5833,73.08333,31,187.5833,91.41667,31,"BUNCHE & MARVIN","39","inbound","not a transfer point",2,2,2,2,1
"44885","Tryon St @ 8951",35.13649,-80.93771,574.0833,143.1667,31,661.1818,203.7273,31,457.8333,114.6667,31,584.5833,100.6667,31,1379.75,247.0833,31,1242.583,221.5,31,1140.083,222.5,31,"BETHANY BROOK & SANDY PORTER","16","inbound","not a transfer point",4,3,3,4,0
"44895","Tryon St & Sandy Porter Rd",35.13411,-80.93968,362.75,781.25,31,423.9091,905.4545,31,313.25,675.75,31,285.75,703.8333,31,360.75,1066.333,31,230.3333,901.0833,31,188,704.1667,31,"SANDY PORTER & TOWNSHIP","16","outbound","not a transfer point",4,4,4,2,1
"44905","Tryon St & Bethany Brook Ln",35.13787,-80.93655,196,658.4167,31,261.5455,717.7273,31,146.25,567.4167,31,122.9167,682.1667,31,328.3333,1727.167,31,189.8333,1634.083,31,119.5,1431.5,31,"AYRSLEY TOWN & CAMBRIDGE BELTWAY","16","not applicable","not a transfer point",4,4,4,2,1
"45000","Briar Creek Rd & Commonwealth Ave",35.21015,-80.79419,7.833333,22.58333,31,15.54545,23.09091,31,4.916667,30.08333,31,13,41.25,31,36.83333,34.33333,31,25.08333,23.08333,31,19.83333,16,31,"UXBRIDGE WOODS & BARNHILL","17","inbound","not a transfer point",2,2,2,2,0
"45010","3rd St & Tryon St",35.22628,-80.84606,301.5833,2282.5,23,535.6364,3591.364,23,62.5,287.8333,23,475.9167,2371.75,23,2039,11130.42,23,1724.583,11282.17,28,194.0833,2875.583,23,"TRYON & CHURCH","48x, 53x, 62x, 63x, 77x, 82x, 85x","not applicable","transfer point",13,0,0,0,0
"45011","3rd St & College St",35.22475,-80.84437,46.08333,126.6667,23,99.72727,262.9091,23,27.66667,38.16667,23,214,711.6667,23,942.4167,2446.917,23,950.4167,2860,23,1368.583,5353.833,23,"TRYON & COLLEGE","48x, 53x, 62x, 63x, 77x, 82x, 85x","not applicable","not a transfer point",13,0,0,0,0
"45017","McCullough Station (BusBridge-NB)",35.29552,-80.74364,0,0,2,0,0,2,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"45021","Belmont Ave & Seigle Ave",35.22814,-80.82145,156.6667,47.25,31,210,49.90909,31,163.25,35.58333,31,330.5833,75.83333,31,558.3333,107.9167,31,462.5833,72.33333,31,326.4167,54.41667,31,"ALLEN & PEGRAM","4","inbound","not a transfer point",2,2,2,2,1
"45025","Commonwealth Ave & Waterman Ave",35.2092,-80.7937,15.08333,13.25,31,17.36364,21.27273,31,4.75,7.166667,31,7.583333,16.41667,31,19,12.41667,31,10,7.5,31,17.58333,7.166667,31,"BRIAR CREEK & WATERMAN","17","inbound","not a transfer point",2,2,2,2,0
"45037","Transit Center- Bay P",35.22423,-80.84132,1444.667,200.5833,31,960.8182,108.3636,31,1335.25,494,31,1976.917,647.0833,31,2063.25,182.75,31,2319.417,186.5,31,1207.167,156.75,31,"4TH & TRADE","1","not applicable","transfer point",0,0,0,0,0
"45038","Transit Center- Bay Q",35.22422,-80.84121,1199.833,218.5833,31,1524.909,198.6364,31,1770.917,690.9167,31,1922.667,634.1667,31,3269.667,283.8333,31,1833.583,293.1667,31,1195.083,165.6667,31,"4TH & TRADE","19","outbound","transfer point",0,0,0,0,0
"45039","Transit Center- Bay O",35.22434,-80.84118,2037.5,221,31,1301.273,153.4545,31,2023.917,328.25,31,2183.833,385.5,31,2163,153.5833,31,2001.25,153.6667,31,1203.417,124.0833,31,"4TH & TRADE","11","outbound","transfer point",0,0,0,0,0
"45040","Transit Center- Bay R",35.22429,-80.84108,1368.75,177.5833,31,1220.545,114.3636,31,1976.583,491,31,1661.917,313.1667,31,3370.917,153.0833,31,3752.833,191.6667,31,3407.083,202.5833,31,"4TH & TRADE","6","not applicable","transfer point",0,0,0,0,0
"45041","Transit Center- Bay N",35.22447,-80.841,2167.583,374.25,31,2779.364,256.9091,31,2503,888.5,31,2406.833,702.4167,31,1974.333,159,31,2397.667,172.5833,31,3436.583,189,31,"4TH & TRADE","16","outbound","transfer point",0,0,0,0,0
"45042","Transit Center- Bay S",35.2244,-80.84091,940.1667,198.1667,31,1380.727,94.18182,31,1019.667,421.3333,31,1615.833,450.75,31,1901.083,164.9167,31,1784.75,141.6667,31,1282.417,118.8333,31,"4TH & TRADE","15","outbound","transfer point",0,0,0,0,0
"45043","Transit Center- Bay M",35.2246,-80.8408,3798.75,348.8333,31,2925.909,275.5455,31,3216.583,593.25,31,3904,618.3333,31,4265.917,291.9167,31,3096.667,315.0833,31,1960.5,197.8333,31,"4TH & TRADE","7","outbound","transfer point",0,0,0,0,0
"45044","Transit Center- Bay T",35.22454,-80.84073,770.4167,124.3333,31,925.3636,89.36364,31,983.0833,457.9167,31,1036,429.0833,31,1026.333,97.75,31,1334.667,181.6667,31,1430.083,210.75,31,"4TH & TRADE","17","outbound","transfer point",0,0,0,0,0
"45046","Transit Center- Bay U",35.22467,-80.84053,3223,333.5833,31,2351.182,208.9091,31,3113.917,502.8333,31,3385,565.9167,31,3815.667,465.3333,31,3611.667,231.8333,31,4905.083,257.3333,31,"4TH & TRADE","23, 4","outbound","transfer point",0,0,0,0,0
"45047","Transit Center- Bay G",35.2245,-80.84123,1130.167,238,31,1312.455,147.6364,31,1485.167,625,31,1460.917,653.1667,31,1419.417,208.5,31,1255,153.9167,31,986.0833,72.83333,31,"4TH & TRADE","10","outbound","transfer point",0,0,0,0,0
"45048","Transit Center- Bay F",35.22446,-80.84144,1276.917,260.0833,31,1178.182,111.1818,31,1933.083,776.75,31,2119.833,599.25,31,1561.75,143,31,913.9167,127.25,31,514,56.66667,31,"4TH & TRADE","8","outbound","transfer point",0,0,0,0,0
"45049","Transit Center- Bay H",35.22454,-80.84117,5484.5,696,31,4441.545,405.5455,31,4326.5,779.8333,31,3363.5,773.3333,31,4057.167,381.4167,31,4143.917,203.9167,31,3174.167,283.4167,31,"4TH & TRADE","9","outbound","transfer point",0,0,0,0,0
"45052","Transit Center- Bay E",35.22456,-80.84134,1717.25,275.6667,31,1565.818,157.2727,31,1918.25,749.1667,31,1888,513.3333,31,1625.5,129,31,1546.333,202.5833,31,1657,147.1667,31,"4TH & TRADE","34","outbound","transfer point",0,0,0,0,0
"45054","Transit Center- Bay D",35.22466,-80.84118,2848.417,349.3333,31,2344.545,204.9091,31,2050.5,484.3333,31,1950.333,383.6667,31,2314.083,111.75,31,2246.083,182.75,31,1913.417,168.1667,31,"4TH & TRADE","21","outbound","transfer point",0,0,0,0,0
"45055","Transit Center- Bay J",35.22466,-80.84102,744.3333,154,31,759.9091,131.2727,31,951.4167,473.4167,31,781,351.8333,31,784.0833,84.75,31,535.5833,77.33333,31,841,98.41667,31,"4TH & TRADE","14","outbound","transfer point",0,0,0,0,0
"45056","Transit Center- Bay C",35.22479,-80.84104,3132.083,287.25,31,3204.636,213.1818,31,1927.083,434.25,31,2038.417,568.9167,31,2425.667,114.8333,31,2520.5,65.33333,31,1771.75,72.5,31,"4TH & TRADE","22","outbound","transfer point",0,0,0,0,0
"45058","Transit Center- Bay B",35.22485,-80.84088,999.4167,113.4167,31,1137.909,72.18182,31,820.9167,172,31,1055.5,179.1667,31,2078.917,135.6667,31,2720.833,67.16667,31,1291,72.5,31,"4TH & TRADE","26","not applicable","transfer point",0,0,0,0,0
"45059","Transit Center- Bay I",35.22461,-80.8411,2046.5,386.75,31,1813.727,170,31,2222.417,988.5,31,2090.083,740.0833,31,1568.25,159.9167,31,1093,98.41667,31,1681.583,96.75,31,"4TH & TRADE","27","outbound","transfer point",0,0,0,0,0
"45063","Norris Ave & Wells St",35.2576,-80.82931,30.08333,44.33333,31,29.63636,46.90909,31,37.5,33.41667,31,63.91667,58,31,49.16667,46.33333,31,77.08333,50.58333,31,106,38.41667,27,"WELLS & POINSETT","3","outbound","not a transfer point",2,2,2,2,0
"45070","University City Blvd & Mark Twain Rd",35.30048,-80.73331,32.33333,39.83333,27,46.72727,53.63636,27,33.83333,30.91667,27,27.16667,23.91667,27,60.16667,66.58333,27,142.75,97.25,31,375.75,257.9167,31,"MARK TWAIN & BROADRICK -NEW","29","inbound","not a transfer point",2,2,2,0,0
"45071","Barrington Dr & Rosecran Dr",35.24655,-80.74541,21,11.33333,27,33.09091,8.181818,27,24.83333,16.5,27,27.08333,21.25,27,27.66667,11.91667,27,24.58333,16.75,27,28.5,17.91667,27,"ROSECRAN & VIEW WAY","29","inbound","not a transfer point",2,2,2,0,0
"45074","Eastway Dr & The Plaza",35.24868,-80.781,4.166667,24.16667,31,7,24,31,1.916667,17.66667,31,2.916667,21.66667,31,4.166667,41.16667,31,14,54.6,31,0,0,0,"THE PLAZA & WELDON","39","outbound","not a transfer point",1,1,1,1,1
"45075","Transit Center- 4th & Brevard",35.22398,-80.84126,699.5,8091,31,383.1818,8147.909,31,880.0833,8441.333,31,649.25,8434.75,31,368.5833,11321.33,31,218.3333,9726,31,241.25,10551.5,31,"TRANSIT CENTER & BREVARD","10, 14, 15, 17, 19, 23, 27, 4, 6, 9","inbound","not a transfer point",28,27,27,26,8
"45080","Bellhaven Blvd & Rozwood Dr",35.30461,-80.93768,36.5,145,31,70.72727,217,31,22.91667,129.5,31,29.16667,193.8333,31,39.83333,396.5833,31,11.75,218.0833,31,30.16667,195,23,"KENTBERRY & COULWOOD PARK","1","outbound","not a transfer point",2,2,2,2,2
"45081","McClure Cir & Bellhaven Blvd",35.304,-80.93599,17,1.5,18,29.72727,1.818182,23,0,0,0,211.6667,9.333333,21,412.5833,42.66667,31,232.1667,16.83333,31,218.75,4.75,23,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"45090","Tryon St & Yorkmont Rd",35.17811,-80.89189,413.1667,817.0833,31,533.0909,919.2727,31,366.25,659.3333,31,444.75,967.5833,31,621.5,1569.833,31,320.6667,1381.75,31,302.25,1287.667,31,"YORKMONT & CANDLER","16","outbound","not a transfer point",4,4,4,2,1
"45097","Tryon St @ UNCC Research Center",35.31204,-80.74361,139.3333,10.58333,31,237.5455,31.54545,31,138.9167,9.583333,31,155.5833,23.08333,31,191.9167,20.66667,31,243.75,262.5833,31,405.4167,1043.667,31,"TRYON & GROVE LAKE","29, 47x, 59","outbound","transfer point",3,3,3,3,1
"45100","Tryon St & Kingman Dr",35.1752,-80.89511,19.25,34.16667,31,8.454545,31.27273,31,7.083333,14.83333,31,14.58333,32.08333,31,32.5,139.5,31,21.25,77.83333,31,34.33333,145.8333,31,"PARKAIRE & KINGMAN","16","outbound","not a transfer point",4,4,4,3,2
"45102","Transit Center- Bay V",35.22416,-80.84066,2922.75,2222.167,31,3577.273,2767.182,31,3167.25,2333.667,31,3655.583,3037.75,31,3425.917,8615.417,31,3723.667,9270.25,31,5584.333,10909.42,31,"TRADE & 4TH","20, 35, 5","not applicable","transfer point",5,5,5,4,1
"45103","Eastland Transit Center- Bay E",35.20781,-80.75362,2240.5,1341.333,31,2698.182,1556.182,31,1878.25,1080.333,31,2486.25,1385.167,31,3807.833,2009.333,31,3140.167,1784.083,31,40.41667,1250.5,31,"BELLSOUTH & REDDMAN","221, 9","inbound","transfer point",7,8,8,8,1
"45104","Eastland Transit Center- Bay A",35.20804,-80.75316,1029.417,2168.833,31,953.3636,2576.364,31,788.5833,1986,31,874.4167,2572.417,31,1209.583,4154.5,31,1458.333,4358.167,31,2588.583,2077.333,31,"BELLSOUTH & EASTLAND MALL","221, 9","outbound","transfer point",6,6,6,6,1
"45106","Eastland Transit Center- Bay B",35.20824,-80.75337,407.4167,4.916667,27,470.6364,0.1818182,27,354.1667,1.666667,27,486,2.5,27,849,0.3333333,27,601.1667,94.08333,27,347,2177.417,31,"BELLSOUTH & EASTLAND MALL","28","outbound","transfer point",0,0,0,0,0
"45107","Eastland Transit Center- Bay C",35.20848,-80.75343,414.3333,897.5833,31,462,724.4545,31,371,600.0833,31,387.75,742.3333,31,346.8333,963.9167,31,487.5,804.1667,31,748.5833,833.8333,31,"BELLSOUTH & EASTLAND MALL","221, 222, 28","not applicable","transfer point",2,6,6,3,0
"45110","Tryon St & Southampton Rd",35.17325,-80.89876,23.5,62.25,31,25.45455,72.81818,31,32.58333,45.33333,31,15.58333,62.66667,31,46.83333,114.3333,31,67.58333,98.33333,31,69.91667,94.5,31,"SOUTHAMPTON & QUEEN ANNE","16","outbound","not a transfer point",4,4,4,3,2
"45112","Beatties Ford Rd & Rosa Parks Pl (Bay C)",35.27391,-80.8546,949.3333,379.5,31,1088,366.5455,31,962.0833,440.1667,31,1187,497.9167,31,2108.25,694.6667,31,1757.083,598.75,31,1956.5,549.75,31,"ROSA PARKS & A","18, 26, 7","not applicable","transfer point",5,6,6,6,1
"45114","Westinghouse Blvd & D Ducks Ln",35.13121,-80.94746,13.75,94.16667,31,12.72727,71.09091,31,19.91667,115.25,31,25.58333,129.5833,31,35.16667,334,31,44.91667,292.1667,31,29.25,183.5,31,"TRYON & D DUCKS","55","outbound","not a transfer point",1,2,2,1,0
"45118","Grier Rd & WT Harris Blvd",35.26692,-80.72911,29.33333,44.41667,27,35.36364,67.09091,27,20.33333,14.41667,27,19.41667,24.25,27,72.66667,112.4167,27,111.1667,136.4167,27,166.5,119.3333,27,"W T HARRIS & CENTRAL PIEDMONT COMMUNITY COLLEGE","29","inbound","transfer point",2,2,2,0,0
"45119","Monroe Rd & Hwy 51",35.1238,-80.7291,59.91667,6.5,31,84.27273,13,31,47.25,6.166667,31,56.41667,6.25,31,132,13.16667,31,149.8333,10.5,31,189.5833,17.25,31,"INDUSTRIAL & MATTHEWS TOWNSHIP","27","inbound","not a transfer point",4,4,4,2,1
"45120","Tryon St & Queen Anne Rd",35.17141,-80.90196,56.41667,76.75,31,58.27273,89.54545,31,45.33333,62.16667,31,53.66667,80.25,31,58,107,31,37.16667,68.83333,31,54.33333,84.41667,31,"SOUTHAMPTON & QUEEN ANNE","16","outbound","not a transfer point",4,4,4,2,2
"45126","Catawba Ave & Mulberry St",35.48242,-80.8613,64.33333,11.75,31,68,23.18182,31,36.83333,7.833333,31,51.58333,7.416667,31,49.66667,6.25,31,37.33333,17.08333,31,89.41667,21.66667,31,"SCHOOL & MULBERRY","77x, 97","outbound","not a transfer point",2,1,1,0,0
"45127","Catawba Ave & Meridian St",35.48238,-80.8614,7.75,64.75,31,9.090909,72.72727,31,6.416667,35.08333,31,8.416667,41.25,31,11.58333,48.83333,31,21.16667,55.41667,31,26.08333,82.75,31,"SCHOOL & MULBERRY","77x, 97","inbound","not a transfer point",0,1,1,1,0
"45130","Tyvola Rd & Tyvola Centre Dr",35.16439,-80.90363,26.25,17.08333,31,60.63636,21.36364,31,34.66667,11.33333,31,30.5,26.5,31,131.75,78.33333,31,104.5,206.8333,31,77.75,273.6667,31,"TYVOLA CENTRE & TRYON","60","outbound","not a transfer point",2,2,2,2,0
"45131","Depot St & Jackson St",35.50074,-80.85013,2,8.833333,23,1.363636,13.45455,23,1.333333,2.75,22,3.916667,3.416667,21,4.75,11.75,23,4.166667,22.08333,23,2,16.25,23,"EDEN & WATSON","290, 77x","outbound","not a transfer point",1,0,0,1,0
"45132","Trinity Rd & Larkhull Dr",35.32865,-80.85845,23,75.16667,31,32.63636,130.5455,31,29.33333,61,31,27.16667,87.66667,31,57.75,102.0833,31,124.1667,138.6667,31,131.5833,124.0833,31,"FELDBANK & LARKHULL","7","outbound","not a transfer point",2,2,2,2,0
"45133","Trinity Rd & Feldbank Dr",35.32798,-80.85858,257.8333,29.58333,31,289.6364,46.27273,31,202.5,29.5,31,261.5,45.33333,31,362.75,102.5,31,342.75,111.25,31,305.25,120.75,31,"FELDBANK & LARKHULL","7","inbound","not a transfer point",2,2,2,2,0
"45136","Wendover Rd & Beal St",35.19094,-80.79668,73.66667,109.0833,31,113.7273,99,31,84.33333,94.91667,31,141.0833,64.91667,31,212.8333,49.75,31,166.3333,53.75,31,134.1667,48.83333,31,"BEAL & LATROBE","39","inbound","not a transfer point",2,2,2,2,1
"45137","Wendover Rd & Beal St",35.19054,-80.79747,37.75,292.75,31,58.63636,340.3636,31,29.91667,325.0833,31,49.66667,388.75,31,51.66667,352.4167,31,39,272.25,31,57.58333,282.9167,31,"MARVIN & BEAL","39","outbound","not a transfer point",2,1,1,2,1
"45138","IBM Dr & Old Mallard Creek Rd",35.31644,-80.77656,47.41667,37.75,27,92.27273,55.63636,27,30.83333,31.83333,27,48.5,42.08333,27,86.33333,100.3333,27,64.66667,60.75,27,7.75,6.25,23,"OLD MALLARD CREEK & COMPATIBLE","50, 54","inbound","not a transfer point",3,2,2,2,0
"45140","Tyvola Rd & Free Throw Ln",35.16265,-80.90101,22.91667,65.91667,31,47.45455,84.09091,31,23.16667,60.41667,31,34,35.41667,31,99.75,77,31,95,158.5833,31,64.83333,150.8333,31,"FREE THROW & TYVOLA CENTRE","60","not applicable","not a transfer point",2,2,2,2,0
"45142","IBM Dr & Old Mallard Creek Rd",35.31673,-80.77669,29.75,37.83333,27,58.63636,64.63636,27,36.66667,30.5,27,42.58333,37.08333,27,92.5,69.75,27,78.16667,52.25,27,47.83333,1,23,"WACHOVIA & OLD MALLARD CREEK","54","outbound","not a transfer point",3,2,2,1,0
"45150","Nations Ford Rd & Tyvola Glen Cir",35.16574,-80.89372,69.16667,63.91667,31,66.54545,59.18182,31,74,49.08333,31,112.4167,83.33333,31,171.1667,91.75,31,142.5833,110.0833,31,150.4167,130.5,31,"TYVOLA GLEN & WILBROWN","24","inbound","not a transfer point",1,2,2,1,0
"45155","Pence Rd & Viola Dr",35.2159,-80.69075,7.666667,1.25,31,8.636364,3.727273,31,5.25,1.166667,31,8.333333,1.416667,31,20.33333,4.083333,31,19.83333,5.5,31,14.5,1.083333,31,"STERLING HAVEN & VIOLA","222","outbound","not a transfer point",1,1,1,1,0
"45160","WT Harris Blvd & Albemarle Rd",35.2049,-80.7259,236.3333,462.75,31,293.8182,600.1818,31,230.0833,379.1667,31,343.8333,514.1667,31,438.9167,836.0833,31,314.9167,712.9167,31,222.3333,425.5,31,"LAWYERS & ALBEMARLE","3, 9","outbound","not a transfer point",8,8,8,8,2
"45165","Pence Rd @ 7901",35.22102,-80.70037,8.75,3.083333,31,3.727273,3,31,0.8333333,1.25,31,3.833333,0.3333333,31,2.416667,1.833333,31,5.083333,1.5,31,3.583333,0.5833333,31,"HOLLY HILL & VIOLA","222","outbound","not a transfer point",1,1,1,1,0
"45170","WT Harris Blvd & Wallace Ave",35.2086,-80.72597,33.08333,4.333333,31,71,6.636364,31,32.08333,4.5,31,22.16667,4.083333,31,65.08333,11.91667,31,63.08333,9,31,111.1667,15.16667,31,"COPPERWAY & WALLACE","3","outbound","not a transfer point",2,2,2,2,1
"45175","Pence Rd & Parkers Crossing Dr",35.22477,-80.711,34.08333,12.58333,31,20.63636,6.454545,31,29.58333,10.25,31,72,29.08333,31,95.91667,20.83333,31,111,29.41667,31,60.5,21.75,31,"PARKERS CROSSING & BANDY","222","inbound","not a transfer point",1,1,1,1,0
"45180","WT Harris Blvd & Delta Crossing Ln",35.21415,-80.72463,113.0833,113.6667,31,119.8182,78.45455,31,65.58333,91.91667,31,61.16667,38.16667,31,153.5,63.58333,31,176.75,56.41667,31,148.5,42.58333,31,"DELTA LANDING & DELTA CROSSING","3","outbound","not a transfer point",2,2,2,2,1
"45185","Pence Rd & Pence Grove Rd",35.22566,-80.71535,24.08333,10.25,31,38.72727,11.63636,31,19.66667,3.333333,31,19.41667,13.5,31,39.58333,22.25,31,23.16667,25.66667,31,21.91667,27.25,31,"MONTEZUMA & PENCE GROVE","222","inbound","not a transfer point",1,1,1,1,0
"45190","WT Harris Blvd & Delta Landing Rd",35.21705,-80.72227,13.66667,31.25,31,17.27273,39.81818,31,11.5,33.75,31,18.75,30.58333,31,20.66667,46.25,31,39.08333,36,31,33.83333,5.583333,31,"TRYSTING & DELTA LANDING","3","outbound","not a transfer point",2,2,2,2,1
"45195","Pence Rd & Highland Ave",35.22574,-80.72,10.75,3,31,19.45455,5.272727,31,3,5.833333,31,6.5,8.166667,31,20.25,12.16667,31,19.91667,9.75,31,17.41667,14.66667,31,"HIGHLAND & HICKORY TRACE","222","inbound","not a transfer point",1,1,1,1,0
